FID	nb_genes	nb_species	origin	lost_sp	lost_taxa	expanded_tax
OG0017592	3	1	lgi	0		
OG0017593	3	1	lgi	0		
OG0017594	3	3	mollusca	1	cgi	
OG0017595	3	3	spir_cl2	8	obi,cgi,annelids,lophophorata	
OG0017596	3	2	moll_cl	1	cgi	
OG0017597	3	1	lgi	0		
OG0017598	3	2	spir_cl3	11	sme,obi,bivalvia,spir_cl1	
OG0017599	3	3	mollusca	1	cgi	
OG0017600	3	1	lgi	0		
OG0017601	3	2	moll_cl	1	cgi	
OG0017602	3	1	lgi	0		
OG0017603	3	3	mollusca	1	cgi	
OG0017604	3	3	parahoxozoa	24	deuterostomes,ecdysozoa,ava,platyhelminthes,obi,bivalvia,annelids,lophophorata	
OG0017605	3	2	spir_cl2	9	obi,bivalvia,annelids,lophophorata	
OG0017606	3	2	spir_cl3	11	sme,obi,bivalvia,spir_cl1	
OG0017607	3	1	lgi	0		
OG0017608	3	1	lgi	0		
OG0017609	3	1	lgi	0		
OG0017610	3	2	moll_cl	1	cgi	
OG0017611	3	2	moll_cl	1	cgi	
OG0017612	3	3	bilateria	23	chordata,ecdysozoa,ava,platyhelminthes,obi,bivalvia,annelids,nge,lan	
OG0017613	3	2	moll_cl	1	cgi	
OG0017614	3	2	spir_cl2	9	obi,bivalvia,annelids,lophophorata	
OG0017615	3	1	lgi	0		
OG0017616	3	2	moll_cl	1	cgi	
OG0017617	3	2	bilateria	24	chordata,ecdysozoa,ava,platyhelminthes,obi,bivalvia,spir_cl1	
OG0017618	3	2	parahoxozoa	25	deuterostomes,ecdysozoa,ava,platyhelminthes,obi,bivalvia,spir_cl1	
OG0017619	3	3	protostomia	17	cel,panarthropoda,ava,platyhelminthes,obi,bivalvia,annelids,lophophorata	
OG0017620	3	3	spir_cl3	10	sme,obi,cgi,spir_cl1	
OG0017621	3	2	spir_cl2	9	obi,bivalvia,annelids,lophophorata	
OG0017622	3	2	spir_cl2	9	obi,bivalvia,annelids,nge,lan	
OG0017623	3	3	mollusca	1	cgi	
OG0017624	3	3	mollusca	1	cgi	
OG0017625	3	3	spir_cl2	8	bivalvia,annelids,lophophorata	
OG0017626	3	3	mollusca	1	cgi	
OG0017627	3	2	eumetazoa	26	nve,deuterostomes,ecdysozoa,ava,platyhelminthes,obi,bivalvia,spir_cl1	
OG0017628	3	2	spir_cl3	11	sme,obi,bivalvia,spir_cl1	
OG0017629	3	2	spir_cl3	11	sme,obi,bivalvia,spir_cl1	
OG0017630	3	3	mollusca	1	cgi	
OG0017631	3	2	moll_cl	1	cgi	
OG0017632	3	3	mollusca	1	cgi	
OG0017633	3	3	mollusca	1	cgi	
OG0017634	3	3	mollusca	1	cgi	
OG0017635	3	2	protostomia	18	cel,panarthropoda,ava,platyhelminthes,obi,bivalvia,spir_cl1	
OG0017636	3	2	spir_cl2	9	obi,bivalvia,annelids,nge,lan	
OG0017637	3	3	mollusca	1	cgi	
OG0017638	3	2	spir_cl2	9	obi,bivalvia,annelids,lophophorata	
OG0017639	3	2	bilateria	24	chordata,ecdysozoa,ava,platyhelminthes,obi,bivalvia,spir_cl1	
OG0017640	3	3	eumetazoa	25	deuterostomes,ecdysozoa,ava,platyhelminthes,obi,bivalvia,spir_cl1	
OG0017641	3	1	loc	0		
OG0017642	3	3	bilateria	23	sko,bla,urochordata,hsa,cel,panarthropoda,ava,mli,spir_cl2	
OG0017643	3	2	bilateria	24	sko,bla,urochordata,hsa,ecdysozoa,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017644	3	2	bilateria	24	sko,bla,urochordata,hsa,ecdysozoa,ava,platyhelminthes,mollusca,annelids,nge,lan	
OG0017645	3	1	loc	0		
OG0017646	3	3	parahoxozoa	24	bla,urochordata,hsa,protostomia	
OG0017647	3	1	mle	0		
OG0017648	3	1	mle	0		
OG0017649	3	1	mle	0		
OG0017650	3	2	eumetazoa	26	nve,deuterostomes,nematodes,rva,sma,dme,spiralia	
OG0017651	3	1	mle	0		
OG0017652	3	1	mle	0		
OG0017653	3	2	eumetazoa	26	bilateria	
OG0017654	3	1	mle	0		
OG0017655	3	1	mle	0		
OG0017656	3	1	mle	0		
OG0017657	3	2	eumetazoa	26	nve,deuterostomes,ecdysozoa,ava,platyhelminthes,mollusca,annelids,nge,lan	
OG0017658	3	1	mle	0		
OG0017659	3	1	mle	0		
OG0017660	3	1	mle	0		
OG0017661	3	2	eumetazoa	26	bilateria	
OG0017662	3	2	eumetazoa	26	nve,sko,bla,cin,vertebrata,protostomia	
OG0017663	3	1	mle	0		
OG0017664	3	2	eumetazoa	26	nve,deuterostomes,nematodes,rva,sma,dme,spiralia	
OG0017665	3	2	eumetazoa	26	nve,deuterostomes,ecdysozoa,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017666	3	1	mle	0		
OG0017667	3	3	eumetazoa	25	deuterostomes,cel,panarthropoda,spiralia	
OG0017668	3	1	mle	0		
OG0017669	3	1	mli	0		
OG0017670	3	1	mli	0		
OG0017671	3	1	mli	0		
OG0017672	3	1	mli	0		
OG0017673	3	1	mli	0		
OG0017674	3	2	platyhelminthes	0		
OG0017675	3	1	mli	0		
OG0017676	3	1	mli	0		
OG0017677	3	1	mli	0		
OG0017678	3	1	mli	0		
OG0017679	3	1	mli	0		
OG0017680	3	1	mli	0		
OG0017681	3	1	mli	0		
OG0017682	3	1	mli	0		
OG0017683	3	1	mli	0		
OG0017684	3	1	mli	0		
OG0017685	3	2	bilateria	24	chordata,ecdysozoa,ava,sme,spir_cl2	
OG0017686	3	1	mli	0		
OG0017687	3	1	mli	0		
OG0017688	3	1	mli	0		
OG0017689	3	1	mli	0		
OG0017690	3	1	mli	0		
OG0017691	3	1	mli	0		
OG0017692	3	1	mli	0		
OG0017693	3	1	mli	0		
OG0017694	3	1	mli	0		
OG0017695	3	1	mli	0		
OG0017696	3	1	mli	0		
OG0017697	3	2	bilateria	24	sko,bla,cin,vertebrata,ecdysozoa,ava,sme,spir_cl2	
OG0017698	3	1	mli	0		
OG0017699	3	1	mli	0		
OG0017700	3	1	mli	0		
OG0017701	3	1	mli	0		
OG0017702	3	1	mli	0		
OG0017703	3	1	mli	0		
OG0017704	3	1	mli	0		
OG0017705	3	1	mli	0		
OG0017706	3	1	mli	0		
OG0017707	3	2	platyhelminthes	0		
OG0017708	3	1	mli	0		
OG0017709	3	1	mli	0		
OG0017710	3	1	mli	0		
OG0017711	3	1	mli	0		
OG0017712	3	1	mli	0		
OG0017713	3	1	mli	0		
OG0017714	3	2	protostomia	18	nematodes,rva,insects,ava,sme,spir_cl2	
OG0017715	3	1	mli	0		
OG0017716	3	1	mli	0		
OG0017717	3	1	mli	0		
OG0017718	3	1	mli	0		
OG0017719	3	1	mli	0		
OG0017720	3	1	mli	0		
OG0017721	3	1	mli	0		
OG0017722	3	2	spir_cl3	11	sme,moll_cl,spir_cl1	
OG0017723	3	1	mli	0		
OG0017724	3	1	mli	0		
OG0017725	3	1	mli	0		
OG0017726	3	1	mli	0		
OG0017727	3	1	mli	0		
OG0017728	3	1	mli	0		
OG0017729	3	1	mli	0		
OG0017730	3	1	mli	0		
OG0017731	3	1	mli	0		
OG0017732	3	1	mli	0		
OG0017733	3	1	mli	0		
OG0017734	3	1	mli	0		
OG0017735	3	1	mli	0		
OG0017736	3	1	mli	0		
OG0017737	3	1	mli	0		
OG0017738	3	2	protostomia	18	nematodes,mandibulata,ava,sme,spir_cl2	
OG0017739	3	2	spir_cl3	11	sme,mollusca,annelids,lophophorata	
OG0017740	3	1	mli	0		
OG0017741	3	1	mli	0		
OG0017742	3	1	mli	0		
OG0017743	3	1	mli	0		
OG0017744	3	1	mli	0		
OG0017745	3	2	platyhelminthes	0		
OG0017746	3	1	mli	0		
OG0017747	3	1	mli	0		
OG0017748	3	1	mli	0		
OG0017749	3	1	mli	0		
OG0017750	3	1	mli	0		
OG0017751	3	1	mli	0		
OG0017752	3	1	mli	0		
OG0017753	3	1	mli	0		
OG0017754	3	1	mli	0		
OG0017755	3	1	mli	0		
OG0017756	3	1	mli	0		
OG0017757	3	1	mli	0		
OG0017758	3	1	mli	0		
OG0017759	3	1	mli	0		
OG0017760	3	1	mli	0		
OG0017761	3	1	mli	0		
OG0017762	3	1	mli	0		
OG0017763	3	2	platyhelminthes	0		
OG0017764	3	1	mli	0		
OG0017765	3	1	mli	0		
OG0017766	3	1	mli	0		
OG0017767	3	1	mli	0		
OG0017768	3	1	mli	0		
OG0017769	3	1	mli	0		
OG0017770	3	1	mli	0		
OG0017771	3	1	mli	0		
OG0017772	3	1	mli	0		
OG0017773	3	1	mli	0		
OG0017774	3	1	mli	0		
OG0017775	3	1	mli	0		
OG0017776	3	1	mli	0		
OG0017777	3	2	spir_cl3	11	sme,mollusca,annelids,lophophorata	
OG0017778	3	1	mli	0		
OG0017779	3	1	mli	0		
OG0017780	3	1	mli	0		
OG0017781	3	1	mli	0		
OG0017782	3	1	mli	0		
OG0017783	3	1	mli	0		
OG0017784	3	1	mli	0		
OG0017785	3	1	mli	0		
OG0017786	3	1	mli	0		
OG0017787	3	1	mli	0		
OG0017788	3	1	mli	0		
OG0017789	3	1	mli	0		
OG0017790	3	1	mli	0		
OG0017791	3	1	mli	0		
OG0017792	3	1	mli	0		
OG0017793	3	1	mli	0		
OG0017794	3	1	mli	0		
OG0017795	3	1	mli	0		
OG0017796	3	1	mli	0		
OG0017797	3	1	mli	0		
OG0017798	3	1	mli	0		
OG0017799	3	1	mli	0		
OG0017800	3	1	mli	0		
OG0017801	3	1	mli	0		
OG0017802	3	1	mli	0		
OG0017803	3	1	mli	0		
OG0017804	3	1	mli	0		
OG0017805	3	1	mli	0		
OG0017806	3	2	platyhelminthes	0		
OG0017807	3	1	mli	0		
OG0017808	3	1	mli	0		
OG0017809	3	1	mli	0		
OG0017810	3	1	mli	0		
OG0017811	3	1	mli	0		
OG0017812	3	1	mli	0		
OG0017813	3	1	mli	0		
OG0017814	3	1	mli	0		
OG0017815	3	1	mli	0		
OG0017816	3	1	mli	0		
OG0017817	3	1	mli	0		
OG0017818	3	1	mli	0		
OG0017819	3	1	mli	0		
OG0017820	3	1	mli	0		
OG0017821	3	1	mli	0		
OG0017822	3	1	mli	0		
OG0017823	3	1	mli	0		
OG0017824	3	1	mli	0		
OG0017825	3	1	mli	0		
OG0017826	3	2	spir_cl3	11	sme,obi,lgi,cgi,spir_cl1	
OG0017827	3	1	mli	0		
OG0017828	3	1	mli	0		
OG0017829	3	1	mli	0		
OG0017830	3	1	mli	0		
OG0017831	3	1	mli	0		
OG0017832	3	1	mli	0		
OG0017833	3	1	mli	0		
OG0017834	3	1	mli	0		
OG0017835	3	1	mli	0		
OG0017836	3	1	mli	0		
OG0017837	3	1	mli	0		
OG0017838	3	1	mli	0		
OG0017839	3	1	mli	0		
OG0017840	3	1	mli	0		
OG0017841	3	1	mli	0		
OG0017842	3	1	mli	0		
OG0017843	3	1	mli	0		
OG0017844	3	2	platyhelminthes	0		
OG0017845	3	1	mli	0		
OG0017846	3	1	mli	0		
OG0017847	3	1	mli	0		
OG0017848	3	1	mli	0		
OG0017849	3	1	mli	0		
OG0017850	3	1	mli	0		
OG0017851	3	1	mli	0		
OG0017852	3	1	mli	0		
OG0017853	3	2	spir_cl3	11	sme,mollusca,annelids,lophophorata	
OG0017854	3	1	mli	0		
OG0017855	3	1	mli	0		
OG0017856	3	1	mli	0		
OG0017857	3	1	mli	0		
OG0017858	3	1	mli	0		
OG0017859	3	1	mli	0		
OG0017860	3	1	mli	0		
OG0017861	3	1	mli	0		
OG0017862	3	2	platyhelminthes	0		
OG0017863	3	1	mli	0		
OG0017864	3	1	mli	0		
OG0017865	3	2	platyhelminthes	0		
OG0017866	3	1	mli	0		
OG0017867	3	1	mli	0		
OG0017868	3	1	mli	0		
OG0017869	3	2	platyhelminthes	0		
OG0017870	3	1	mli	0		
OG0017871	3	1	mli	0		
OG0017872	3	1	mli	0		
OG0017873	3	1	mli	0		
OG0017874	3	1	mli	0		
OG0017875	3	1	mli	0		
OG0017876	3	2	spir_cl3	11	sme,mollusca,annelids,nge,lan	
OG0017877	3	1	mli	0		
OG0017878	3	1	mli	0		
OG0017879	3	1	mli	0		
OG0017880	3	1	mli	0		
OG0017881	3	2	spir_cl3	11	sme,mollusca,annelids,lophophorata	
OG0017882	3	1	mli	0		
OG0017883	3	1	mli	0		
OG0017884	3	1	mli	0		
OG0017885	3	1	mli	0		
OG0017886	3	1	mli	0		
OG0017887	3	1	mli	0		
OG0017888	3	1	mli	0		
OG0017889	3	1	mli	0		
OG0017890	3	1	mli	0		
OG0017891	3	1	mli	0		
OG0017892	3	1	mli	0		
OG0017893	3	1	mli	0		
OG0017894	3	1	mli	0		
OG0017895	3	1	mli	0		
OG0017896	3	1	mli	0		
OG0017897	3	2	spir_cl3	11	sme,moll_cl,spir_cl1	
OG0017898	3	1	mli	0		
OG0017899	3	1	mli	0		
OG0017900	3	2	bilateria	24	chordata,ecdysozoa,ava,sme,spir_cl2	
OG0017901	3	1	mli	0		
OG0017902	3	2	spir_cl3	11	sme,mollusca,annelids,lophophorata	
OG0017903	3	1	nge	0		
OG0017904	3	1	nge	0		
OG0017905	3	1	nge	0		
OG0017906	3	1	nge	0		
OG0017907	3	2	spir_cl2	9	obi,lgi,cgi,annelids,lophophorata	
OG0017908	3	2	bilateria	24	sko,bla,cin,vertebrata,ecdysozoa,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017909	3	1	nge	0		
OG0017910	3	1	nge	0		
OG0017911	3	1	nge	0		
OG0017912	3	2	spir_cl2	9	moll_cl,annelids,lophophorata	
OG0017913	3	2	spir_cl2	9	obi,lgi,cgi,annelids,lophophorata	
OG0017914	3	1	nge	0		
OG0017915	3	1	nge	0		
OG0017916	3	1	nge	0		
OG0017917	3	1	nge	0		
OG0017918	3	1	nge	0		
OG0017919	3	1	nge	0		
OG0017920	3	2	bilateria	24	chordata,ecdysozoa,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017921	3	2	bilateria	24	sko,bla,cin,vertebrata,ecdysozoa,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017922	3	2	bilateria	24	chordata,ecdysozoa,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017923	3	1	nge	0		
OG0017924	3	2	spir_cl2	9	obi,lgi,cgi,annelids,lophophorata	
OG0017925	3	1	nge	0		
OG0017926	3	1	nge	0		
OG0017927	3	1	nge	0		
OG0017928	3	2	parahoxozoa	25	deuterostomes,ecdysozoa,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017929	3	1	nge	0		
OG0017930	3	2	protostomia	18	nematodes,mandibulata,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017931	3	2	spir_cl2	9	obi,lgi,cgi,annelids,lophophorata	
OG0017932	3	1	nge	0		
OG0017933	3	2	parahoxozoa	25	deuterostomes,ecdysozoa,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017934	3	2	bilateria	24	chordata,ecdysozoa,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017935	3	2	spir_cl	1	lan	
OG0017936	3	2	spir_cl	1	lan	
OG0017937	3	1	nge	0		
OG0017938	3	1	nge	0		
OG0017939	3	2	parahoxozoa	25	deuterostomes,ecdysozoa,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017940	3	3	spir_cl2	8	lgi,cgi,annelids,lophophorata	
OG0017941	3	1	nge	0		
OG0017942	3	2	protostomia	18	cel,panarthropoda,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017943	3	2	spir_cl2	9	moll_cl,annelids,lophophorata	
OG0017944	3	1	nge	0		
OG0017945	3	3	bilateria	23	sko,bla,cin,vertebrata,cel,panarthropoda,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017946	3	2	protostomia	18	nematodes,rva,sma,dme,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017947	3	1	nge	0		
OG0017948	3	1	nge	0		
OG0017949	3	2	spir_cl2	9	moll_cl,annelids,lophophorata	
OG0017950	3	1	nge	0		
OG0017951	3	1	nge	0		
OG0017952	3	1	nge	0		
OG0017953	3	2	protostomia	18	nematodes,mandibulata,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017954	3	1	nge	0		
OG0017955	3	2	spir_cl2	9	obi,lgi,cgi,annelids,lophophorata	
OG0017956	3	1	nge	0		
OG0017957	3	1	nge	0		
OG0017958	3	2	spir_cl2	9	moll_cl,annelids,lophophorata	
OG0017959	3	1	nge	0		
OG0017960	3	2	spir_cl3	11	mli,mollusca,annelids,lophophorata	
OG0017961	3	1	nge	0		
OG0017962	3	2	parahoxozoa	25	deuterostomes,ecdysozoa,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017963	3	2	spir_cl3	11	mli,mollusca,annelids,lophophorata	
OG0017964	3	2	parahoxozoa	25	deuterostomes,ecdysozoa,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017965	3	2	protostomia	18	nematodes,mandibulata,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017966	3	1	nge	0		
OG0017967	3	1	nge	0		
OG0017968	3	1	nge	0		
OG0017969	3	2	spir_cl2	9	moll_cl,annelids,lophophorata	
OG0017970	3	2	spir_cl2	9	obi,lgi,cgi,annelids,lophophorata	
OG0017971	3	2	protostomia	18	nematodes,rva,insects,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017972	3	1	nge	0		
OG0017973	3	2	bilateria	24	chordata,ecdysozoa,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017974	3	2	spir_cl2	9	moll_cl,annelids,lophophorata	
OG0017975	3	1	nge	0		
OG0017976	3	2	bilateria	24	chordata,ecdysozoa,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017977	3	2	spir_cl3	11	mli,mollusca,annelids,lophophorata	
OG0017978	3	2	protostomia	18	nematodes,rva,sma,dme,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017979	3	1	nge	0		
OG0017980	3	2	spir_cl2	9	moll_cl,annelids,lophophorata	
OG0017981	3	3	bilateria	23	chordata,ecdysozoa,ava,platyhelminthes,moll_cl,annelids,lophophorata	
OG0017982	3	2	parahoxozoa	25	deuterostomes,ecdysozoa,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0017983	3	3	bilateria	23	chordata,ecdysozoa,ava,platyhelminthes,moll_cl,annelids,lophophorata	
OG0017984	3	1	nge	0		
OG0017985	3	2	parahoxozoa	25	deuterostomes,ecdysozoa,ava,platyhelminthes,obi,lgi,cgi,spir_cl1	
OG0017986	3	3	parahoxozoa	24	deuterostomes,cel,panarthropoda,ava,mli,spir_cl2	
OG0017987	3	3	parahoxozoa	24	chordata,ecdysozoa,ava,platyhelminthes,moll_cl,spir_cl1	
OG0017988	3	2	parahoxozoa	25	deuterostomes,ecdysozoa,ava,platyhelminthes,obi,lgi,cgi,spir_cl1	
OG0017989	3	1	nve	0		
OG0017990	3	2	parahoxozoa	25	deuterostomes,nematodes,mandibulata,spiralia	
OG0017991	3	1	nve	0		
OG0017992	3	2	parahoxozoa	25	deuterostomes,ecdysozoa,ava,platyhelminthes,moll_cl,spir_cl1	
OG0017993	3	2	parahoxozoa	25	deuterostomes,ecdysozoa,ava,platyhelminthes,moll_cl,spir_cl1	
OG0017994	3	1	nve	0		
OG0017995	3	2	parahoxozoa	25	chordata,protostomia	
OG0017996	3	1	nve	0		
OG0017997	3	1	nve	0		
OG0017998	3	2	parahoxozoa	25	deuterostomes,ecdysozoa,ava,platyhelminthes,mollusca,annelids,nge,lan	
OG0017999	3	1	nve	0		
OG0018000	3	1	nve	0		
OG0018001	3	2	parahoxozoa	25	chordata,protostomia	
OG0018002	3	1	nve	0		
OG0018003	3	1	nve	0		
OG0018004	3	1	nve	0		
OG0018005	3	2	parahoxozoa	25	deuterostomes,ecdysozoa,ava,mli,spir_cl2	
OG0018006	3	2	parahoxozoa	25	deuterostomes,ecdysozoa,ava,mli,spir_cl2	
OG0018007	3	1	nve	0		
OG0018008	3	2	parahoxozoa	25	chordata,protostomia	
OG0018009	3	2	parahoxozoa	25	sko,bla,cin,vertebrata,protostomia	
OG0018010	3	2	parahoxozoa	25	chordata,protostomia	
OG0018011	3	1	nve	0		
OG0018012	3	2	parahoxozoa	25	chordata,protostomia	
OG0018013	3	2	parahoxozoa	25	deuterostomes,ecdysozoa,ava,platyhelminthes,moll_cl,spir_cl1	
OG0018014	3	2	parahoxozoa	25	chordata,protostomia	
OG0018015	3	2	parahoxozoa	25	deuterostomes,ecdysozoa,ava,platyhelminthes,mollusca,annelids,nge,lan	
OG0018016	3	1	obi	0		
OG0018017	3	1	obi	0		
OG0018018	3	1	obi	0		
OG0018019	3	1	obi	0		
OG0018020	3	1	obi	0		
OG0018021	3	1	obi	0		
OG0018022	3	2	mollusca	2	lgi,cgi	
OG0018023	3	2	mollusca	2	lgi,cgi	
OG0018024	3	2	protostomia	18	nematodes,mandibulata,ava,platyhelminthes,moll_cl,spir_cl1	
OG0018025	3	1	obi	0		
OG0018026	3	2	bilateria	24	chordata,ecdysozoa,ava,platyhelminthes,moll_cl,spir_cl1	
OG0018027	3	2	mollusca	2	lgi,cgi	
OG0018028	3	2	spir_cl3	11	mli,moll_cl,spir_cl1	
OG0018029	3	2	mollusca	2	lgi,cgi	
OG0018030	3	2	mollusca	2	lgi,cgi	
OG0018031	3	3	bilateria	23	sko,bla,cin,vertebrata,nematodes,rva,sma,dme,ava,platyhelminthes,moll_cl,spir_cl1	
OG0018032	3	2	spir_cl2	9	moll_cl,annelids,nge,lan	
OG0018033	3	2	mollusca	2	lgi,cgi	
OG0018034	3	1	odi	0		
OG0018035	3	1	odi	0		
OG0018036	3	1	odi	0		
OG0018037	3	1	odi	0		
OG0018038	3	1	odi	0		
OG0018039	3	1	odi	0		
OG0018040	3	1	odi	0		
OG0018041	3	1	odi	0		
OG0018042	3	1	odi	0		
OG0018043	3	1	odi	0		
OG0018044	3	1	odi	0		
OG0018045	3	2	bilateria	24	sko,bla,cin,vertebrata,ecdysozoa,ava,platyhelminthes,obi,lgi,cgi,spir_cl1	
OG0018046	3	3	bilateria	23	sko,bla,cin,vertebrata,cel,panarthropoda,ava,mli,spir_cl2	
OG0018047	3	1	odi	0		
OG0018048	3	1	odi	0		
OG0018049	3	1	odi	0		
OG0018050	3	1	odi	0		
OG0018051	3	1	odi	0		
OG0018052	3	1	odi	0		
OG0018053	3	3	bilateria	23	sko,bla,cin,vertebrata,nematodes,rva,sma,dme,ava,mli,spir_cl2	
OG0018054	3	2	bilateria	24	sko,bla,cin,vertebrata,ecdysozoa,ava,mli,spir_cl2	
OG0018055	3	1	odi	0		
OG0018056	3	1	odi	0		
OG0018057	3	1	odi	0		
OG0018058	3	1	odi	0		
OG0018059	3	1	odi	0		
OG0018060	3	2	bilateria	24	sko,bla,cin,vertebrata,nematodes,mandibulata,spiralia	
OG0018061	3	1	odi	0		
OG0018062	3	2	bilateria	24	sko,bla,cin,vertebrata,cel,panarthropoda,spiralia	
OG0018063	3	2	deuterostomes	4	bla,cin,vertebrata	
OG0018064	3	1	pau	0		
OG0018065	3	1	pau	0		
OG0018066	3	1	pau	0		
OG0018067	3	1	pau	0		
OG0018068	3	1	pau	0		
OG0018069	3	1	pau	0		
OG0018070	3	1	pau	0		
OG0018071	3	1	pau	0		
OG0018072	3	1	pau	0		
OG0018073	3	1	pau	0		
OG0018074	3	1	pau	0		
OG0018075	3	2	spir_cl2	9	obi,lgi,cgi,annelids,nge,lan	
OG0018076	3	1	pau	0		
OG0018077	3	1	pau	0		
OG0018078	3	1	pau	0		
OG0018079	3	1	pau	0		
OG0018080	3	1	pau	0		
OG0018081	3	1	pau	0		
OG0018082	3	1	pau	0		
OG0018083	3	2	protostomia	18	nematodes,mandibulata,ava,platyhelminthes,mollusca,annelids,nge,lan	
OG0018084	3	1	pau	0		
OG0018085	3	3	protostomia	17	cel,panarthropoda,ava,mli,mollusca,annelids,nge,lan	
OG0018086	3	2	protostomia	18	nematodes,mandibulata,ava,platyhelminthes,mollusca,annelids,nge,lan	
OG0018087	3	1	ppa	0		
OG0018088	3	1	ppa	0		
OG0018089	3	2	protostomia	18	cel,panarthropoda,ava,mli,spir_cl2	
OG0018090	3	1	ppa	0		
OG0018091	3	1	ppa	0		
OG0018092	3	1	ppa	0		
OG0018093	3	1	ppa	0		
OG0018094	3	1	ppa	0		
OG0018095	3	1	ppa	0		
OG0018096	3	2	protostomia	18	cel,panarthropoda,ava,platyhelminthes,obi,lgi,cgi,spir_cl1	
OG0018097	3	1	ppa	0		
OG0018098	3	1	ppa	0		
OG0018099	3	1	ppa	0		
OG0018100	3	2	ecdysozoa	4	cel,mandibulata	
OG0018101	3	2	protostomia	18	cel,panarthropoda,ava,mli,spir_cl2	
OG0018102	3	1	pye	0		
OG0018103	3	1	pye	0		
OG0018104	3	1	pye	0		
OG0018105	3	1	pye	0		
OG0018106	3	1	pye	0		
OG0018107	3	1	pye	0		
OG0018108	3	1	pye	0		
OG0018109	3	1	pye	0		
OG0018110	3	1	pye	0		
OG0018111	3	1	pye	0		
OG0018112	3	1	pye	0		
OG0018113	3	1	pye	0		
OG0018114	3	1	pye	0		
OG0018115	3	1	pye	0		
OG0018116	3	1	pye	0		
OG0018117	3	1	pye	0		
OG0018118	3	1	pye	0		
OG0018119	3	1	pye	0		
OG0018120	3	3	protostomia	17	nematodes,mandibulata,ava,mli,obi,lgi,cgi,spir_cl1	
OG0018121	3	1	pye	0		
OG0018122	3	1	pye	0		
OG0018123	3	1	pye	0		
OG0018124	3	1	pye	0		
OG0018125	3	1	pye	0		
OG0018126	3	1	pye	0		
OG0018127	3	1	pye	0		
OG0018128	3	2	bilateria	24	chordata,ecdysozoa,ava,platyhelminthes,obi,lgi,cgi,spir_cl1	
OG0018129	3	1	pye	0		
OG0018130	3	1	pye	0		
OG0018131	3	1	pye	0		
OG0018132	3	3	panarthropoda	1	dme	
OG0018133	3	1	rva	0		
OG0018134	3	1	rva	0		
OG0018135	3	3	panarthropoda	1	dme	
OG0018136	3	1	rva	0		
OG0018137	3	1	rva	0		
OG0018138	3	3	panarthropoda	1	dme	
OG0018139	3	1	rva	0		
OG0018140	3	3	panarthropoda	1	dme	
OG0018141	3	1	rva	0		
OG0018142	3	1	rva	0		
OG0018143	3	1	rva	0		
OG0018144	3	1	rva	0		
OG0018145	3	1	rva	0		
OG0018146	3	2	panarthropoda	2	insects	
OG0018147	3	1	rva	0		
OG0018148	3	1	rva	0		
OG0018149	3	1	rva	0		
OG0018150	3	1	rva	0		
OG0018151	3	1	rva	0		
OG0018152	3	1	rva	0		
OG0018153	3	1	rva	0		
OG0018154	3	1	rva	0		
OG0018155	3	1	rva	0		
OG0018156	3	1	rva	0		
OG0018157	3	1	rva	0		
OG0018158	3	1	rva	0		
OG0018159	3	2	panarthropoda	2	sma,dme	
OG0018160	3	1	rva	0		
OG0018161	3	1	rva	0		
OG0018162	3	2	panarthropoda	2	insects	
OG0018163	3	1	rva	0		
OG0018164	3	1	rva	0		
OG0018165	3	1	rva	0		
OG0018166	3	2	protostomia	18	nematodes,mandibulata,ava,mli,spir_cl2	
OG0018167	3	1	sko	0		
OG0018168	3	1	sko	0		
OG0018169	3	1	sko	0		
OG0018170	3	1	sko	0		
OG0018171	3	1	sko	0		
OG0018172	3	1	sko	0		
OG0018173	3	1	sko	0		
OG0018174	3	1	sko	0		
OG0018175	3	1	sko	0		
OG0018176	3	1	sko	0		
OG0018177	3	3	bilateria	23	chordata,nematodes,rva,dme,spiralia	
OG0018178	3	1	sko	0		
OG0018179	3	1	sko	0		
OG0018180	3	1	sko	0		
OG0018181	3	2	bilateria	24	chordata,nematodes,rva,insects,spiralia	
